,current_hp,levels,badges,pokedex_count,m,x,y
698,1.0,8,0,1,2,1,0
699,1.0,8,0,1,2,1,0
700,1.0,8,0,1,2,1,0
701,1.0,8,0,1,2,1,0
702,1.0,8,0,1,2,1,1
703,1.0,8,0,1,2,1,0
704,1.0,8,0,1,2,1,0
705,1.0,8,0,1,2,1,1
706,1.0,8,0,1,2,0,1
707,1.0,8,0,1,2,0,1
708,1.0,8,0,1,2,1,1
709,1.0,8,0,1,2,1,1
710,1.0,8,0,1,2,1,1
711,1.0,8,0,1,2,1,0
712,1.0,8,0,1,2,1,0
713,1.0,8,0,1,2,1,1
714,1.0,8,0,1,2,1,1
715,1.0,8,0,1,2,1,0
716,1.0,8,0,1,2,1,0
717,1.0,8,0,1,2,0,0
718,1.0,8,0,1,2,0,0
719,1.0,8,0,1,2,0,1
720,1.0,8,0,1,2,0,1
721,1.0,8,0,1,2,0,1
722,1.0,8,0,1,2,0,1
723,1.0,8,0,1,2,0,1
724,1.0,8,0,1,2,0,1
725,1.0,8,0,1,2,0,1
726,1.0,8,0,1,2,0,1
727,1.0,8,0,1,2,0,1
728,1.0,8,0,1,2,0,1
729,1.0,8,0,1,2,0,0
730,1.0,8,0,1,2,1,0
731,1.0,8,0,1,2,1,0
732,1.0,8,0,1,2,1,0
733,1.0,8,0,1,2,1,0
734,1.0,8,0,1,2,1,0
735,1.0,8,0,1,2,1,0
736,1.0,8,0,1,2,1,0
737,1.0,8,0,1,2,1,0
738,1.0,8,0,1,2,1,0
739,1.0,8,0,1,2,1,0
740,1.0,8,0,1,2,1,0
741,1.0,8,0,1,2,1,0
742,1.0,8,0,1,2,1,0
743,1.0,8,0,1,2,1,0
744,1.0,8,0,1,2,1,0
745,1.0,8,0,1,2,1,0
746,1.0,8,0,1,2,1,0
747,1.0,8,0,1,2,1,0
748,1.0,8,0,1,2,1,1
749,1.0,8,0,1,2,1,1
750,1.0,8,0,1,2,0,1
751,1.0,8,0,1,2,0,0
752,1.0,8,0,1,2,0,0
753,1.0,8,0,1,2,0,1
754,1.0,8,0,1,2,0,0
755,1.0,8,0,1,2,1,0
756,1.0,8,0,1,2,1,0
757,1.0,8,0,1,2,1,1
758,1.0,8,0,1,2,1,1
759,1.0,8,0,1,2,1,1
760,1.0,8,0,1,2,1,0
761,1.0,8,0,1,2,1,0
762,1.0,8,0,1,2,1,0
763,1.0,8,0,1,2,1,0
764,1.0,8,0,1,2,1,0
765,1.0,8,0,1,2,1,1
766,1.0,8,0,1,2,1,1
767,1.0,8,0,1,2,0,1
768,1.0,8,0,1,2,1,1
769,1.0,8,0,1,2,1,1
770,1.0,8,0,1,2,1,1
771,1.0,8,0,1,2,1,1
772,1.0,8,0,1,2,0,1
773,1.0,8,0,1,2,0,1
774,1.0,8,0,1,2,0,1
